LD-0011	03-Jul-2026	UAE	Dental clinic	Hollywood Smile Medical Center - مركز ابتسامة هوليود الطبي			Abu Dhabi	https://www.hsmcuae.ae	https://www.google.com/maps/place/Hollywood+Smile+Medical+Center+-+%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D8%A8%D8%AA%D8%B3%D8%A7%D9%85%D8%A9+%D9%87%D9%88%D9%84%D9%8A%D9%88%D8%AF+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e5e6664bf0fff35:0x1e13de02e0efe69d!8m2!3d24.4904822!4d54.3585993!16s%2Fg%2F11bzsvnp8j!19sChIJNf8Pv2RmXj4Rnebv4ALeEx4?authuser=0&hl=en&rclk=1				971501556300					Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0012	03-Jul-2026	UAE	Dental clinic	Dentacare Centre (Dental & Orthodontics) Hamdan			Abu Dhabi	http://www.dentacarecentre.com	https://www.google.com/maps/place/Dentacare+Centre+%28Dental+%26+Orthodontics%29+Hamdan/data=!4m7!3m6!1s0x3e5e6665a487299d:0x51e5bdcdff87c88e!8m2!3d24.4879362!4d54.3569904!16s%2Fg%2F11bbwp6739!19sChIJnSmHpGVmXj4RjsiH_8295VE?authuser=0&hl=en&rclk=1				508132044	+971 2 627 0527				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0013	03-Jul-2026	UAE	Dental clinic	Your Dental and Medical Center - يور دينتال اند ميديكال سنتر خليفة أ			Abu Dhabi	https://ydmc.ae	https://www.google.com/maps/place/Your+Dental+and+Medical+Center+-+%D9%8A%D9%88%D8%B1+%D8%AF%D9%8A%D9%86%D8%AA%D8%A7%D9%84+%D8%A7%D9%86%D8%AF+%D9%85%D9%8A%D8%AF%D9%8A%D9%83%D8%A7%D9%84+%D8%B3%D9%86%D8%AA%D8%B1+%D8%AE%D9%84%D9%8A%D9%81%D8%A9+%D8%A3%E2%80%AD/data=!4m7!3m6!1s0x3e5e465dd33a94f3:0x7950ac31a590fd88!8m2!3d24.4074507!4d54.571493!16s%2Fg%2F11cly91tls!19sChIJ85Q6011GXj4RiP2QpTGsUHk?authuser=0&hl=en&rclk=1				+971 2 585 5999	+971 2 585 5999				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0014	03-Jul-2026	UAE	Dental clinic	Healthy Folks Dental			Abu Dhabi	http://healthyfolksmc.ae	https://www.google.com/maps/place/Healthy+Folks+Dental/data=!4m7!3m6!1s0x3e5e666ee15101ef:0xcbef9d35c900b142!8m2!3d24.4902201!4d54.3622983!16s%2Fg%2F11_qx3pql!19sChIJ7wFR4W5mXj4RQrEAyTWd78s?authuser=0&hl=en&rclk=1				+971 50 105 1044	+971 50 105 1044				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0015	03-Jul-2026	UAE	Dentist	Appolonia Dentistry for Children - Corniche Abu Dhabi			Abu Dhabi	https://appolonia.ae	https://www.google.com/maps/place/Appolonia+Dentistry+for+Children+-+Corniche+Abu+Dhabi/data=!4m7!3m6!1s0x3e5e661847864359:0x69f22d573c996874!8m2!3d24.4689395!4d54.3364625!16s%2Fg%2F119w03lxm!19sChIJWUOGRxhmXj4RdGiZPFct8mk?authuser=0&hl=en&rclk=1				+971 800 7600	+971 800 7600				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0016	03-Jul-2026	UAE	Dentist	Smile First Dental Center			Abu Dhabi	http://www.smilefirstad.ae	https://www.google.com/maps/place/Smile+First+Dental+Center/data=!4m7!3m6!1s0x3e5e6731b907960d:0x3d8e43408beb8402!8m2!3d24.4940891!4d54.3763542!16s%2Fg%2F11gxjw8dj2!19sChIJDZYHuTFnXj4RAoTri0BDjj0?authuser=0&hl=en&rclk=1				info@smilefirstad.ae	+971 2 622 6672				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0017	03-Jul-2026	UAE	Dental clinic	Marigold Dental and Orthodontic Clinic in Abu Dhabi			Abu Dhabi	https://marigolddentaluae.com	https://www.google.com/maps/place/Marigold+Dental+and+Orthodontic+Clinic+in+Abu+Dhabi/data=!4m7!3m6!1s0x3e5e69d5ffdbdd1d:0xbf9df3635015ac70!8m2!3d24.429574!4d54.4338679!16s%2Fg%2F113fsdq5d!19sChIJHd3b_9VpXj4RcKwVUGPznb8?authuser=0&hl=en&rclk=1				info@marigolddentaluae.com	+971 2 641 4020				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0018	03-Jul-2026	UAE	Dental clinic	SMILE ART DENTAL AND ORTHODONTIC سمايل آرت لطب وتقويم الأسنان			Abu Dhabi	https://www.smileart.ae	https://www.google.com/maps/place/SMILE+ART+DENTAL+AND+ORTHODONTIC+%D8%B3%D9%85%D8%A7%D9%8A%D9%84+%D8%A2%D8%B1%D8%AA+%D9%84%D8%B7%D8%A8+%D9%88%D8%AA%D9%82%D9%88%D9%8A%D9%85+%D8%A7%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3e5e6756e8ebf19d:0x74018606d3ff617e!8m2!3d24.4875978!4d54.3665535!16s%2Fg%2F11vkhzh4nn!19sChIJnfHr6FZnXj4RfmH_0waGAXQ?authuser=0&hl=en&rclk=1				+971 50 883 3562	+971 50 883 3562				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0019	03-Jul-2026	UAE	Dental clinic	Boston Dental Center			Abu Dhabi	https://bostondentaluae.com	https://www.google.com/maps/place/Boston+Dental+Center/data=!4m7!3m6!1s0x3e5e660ecfb3fcf1:0xe3d10d381683be94!8m2!3d24.4674942!4d54.3527708!16s%2Fg%2F11b6ttg1td!19sChIJ8fyzzw5mXj4RlL6DFjgN0eM?authuser=0&hl=en&rclk=1				971502246848	+971 2 666 7070				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0020	03-Jul-2026	UAE	Dental implants periodontist	Harley Street Dental Center			Abu Dhabi	https://www.hsdc.ae	https://www.google.com/maps/place/Harley+Street+Dental+Center/data=!4m7!3m6!1s0x3e5e65fbc8d2b23b:0xff2c3a2e72221d83!8m2!3d24.4730876!4d54.3191585!16s%2Fg%2F11bbwpbmhk!19sChIJO7LSyPtlXj4Rgx0ici46LP8?authuser=0&hl=en&rclk=1				971504928480	+971 2 491 6885				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0021	03-Jul-2026	UAE	Dental clinic	Hakeem Dental Center L.L.C			Abu Dhabi	https://www.hakeemdc.ae	https://www.google.com/maps/place/Hakeem+Dental+Center+L.L.C/data=!4m7!3m6!1s0x3e5e660a75d03815:0x920e08ffe398a277!8m2!3d24.4988602!4d54.3698593!16s%2Fg%2F11bbwnnt28!19sChIJFTjQdQpmXj4Rd6KY4_8IDpI?authuser=0&hl=en&rclk=1				971 50 3940569	+971 2 665 4200				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0022	03-Jul-2026	UAE	Dentist	Downtown Healthcare Abu Dhabi			Abu Dhabi	https://www.downtown-healthcare.com	https://www.google.com/maps/place/Downtown+Healthcare+Abu+Dhabi/data=!4m7!3m6!1s0x3e5e67c699b0491f:0xe22651fc2dc7341f!8m2!3d24.4943987!4d54.3691007!16s%2Fg%2F11vjzvnxpy!19sChIJH0mwmcZnXj4RHzTHLfxRJuI?authuser=0&hl=en&rclk=1				+971 58 517 8015	+971 58 517 8015				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0023	03-Jul-2026	UAE	Orthodontist	Excellency Medical Center			Abu Dhabi	https://excellencymc.ae	https://www.google.com/maps/place/Excellency+Medical+Center/data=!4m7!3m6!1s0x3e5e67d249017cb5:0x9bce5aeb0f333d97!8m2!3d24.4758481!4d54.3747485!16s%2Fg%2F11pr299zj7!19sChIJtXwBSdJnXj4Rlz0zD-tazps?authuser=0&hl=en&rclk=1				+971 58 515 0971	+971 58 515 0971				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0024	03-Jul-2026	UAE	Orthodontist	Al Dana Medical & Dental Centre			Abu Dhabi	https://www.aldanamdc.ae	https://www.google.com/maps/place/Al+Dana+Medical+%26+Dental+Centre/data=!4m7!3m6!1s0x3e5e665d840c4799:0xc296ca4950045f05!8m2!3d24.4896922!4d54.3620505!16s%2Fg%2F11bbwmn3hy!19sChIJmUcMhF1mXj4RBV8EUEnKlsI?authuser=0&hl=en&rclk=1				+971 50 449 1129	+971 50 449 1129				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0025	03-Jul-2026	UAE	Dentist	Shield Medical Center Abu Dhabi			Abu Dhabi	https://shieldmedicalcenter.ae	https://www.google.com/maps/place/Shield+Medical+Center+Abu+Dhabi/data=!4m7!3m6!1s0x3e5e678e91b46427:0x6a96e6176685d44!8m2!3d24.4932282!4d54.3668288!16s%2Fg%2F11sg69jkyx!19sChIJJ2S0kY5nXj4RRF1odmFuqQY?authuser=0&hl=en&rclk=1				+971 58 542 7977	+971 58 542 7977				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0026	03-Jul-2026	UAE	Dental clinic	Oaiss Braces Center | Dental Center in Abu Dhabi - مركز عويس لتقويم الاسنان			Abu Dhabi	https://oaissbracescenter.com	https://www.google.com/maps/place/Oaiss+Braces+Center+%7C+Dental+Center+in+Abu+Dhabi+-+%D9%85%D8%B1%D9%83%D8%B2+%D8%B9%D9%88%D9%8A%D8%B3+%D9%84%D8%AA%D9%82%D9%88%D9%8A%D9%85+%D8%A7%D9%84%D8%A7%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3e5e67a5ac74e7f9:0x6533810da7baa1c!8m2!3d24.4881152!4d54.3950242!16s%2Fg%2F11b76h70fc!19sChIJ-ed0rKVnXj4RHKp72hA4UwY?authuser=0&hl=en&rclk=1				+971 2 634 4343	+971 2 634 4343				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0027	03-Jul-2026	UAE	Dentist	Smilerite Dental Care			Abu Dhabi	http://www.smilerite.net	https://www.google.com/maps/place/Smilerite+Dental+Care/data=!4m7!3m6!1s0x3e5e45d548f3b405:0xcc67fce9f7cbf215!8m2!3d24.4300655!4d54.5663412!16s%2Fg%2F11b7c69cxh!19sChIJBbTzSNVFXj4RFfLL9-n8Z8w?authuser=0&hl=en&rclk=1				971529133529	+971 2 555 9595				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0028	03-Jul-2026	UAE	Dental clinic	The Best Dental Clinic in Abu Dhabi - Davinci Clinic - عيادة دافنشي			Abu Dhabi	https://davincidental.ae	https://www.google.com/maps/place/The+Best+Dental+Clinic+in+Abu+Dhabi+-+Davinci+Clinic+-+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D8%A7%D9%81%D9%86%D8%B4%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e5e65ba0e4b490b:0x209165edfd6a4449!8m2!3d24.474257!4d54.3185833!16s%2Fg%2F12hv50jmx!19sChIJC0lLDrplXj4RSURq_e1lkSA?authuser=0&hl=en&rclk=1				971557053081	+971 2 222 2616				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0029	03-Jul-2026	UAE	Medical clinic	Tajmeel Clinic - Al Karamah Abu Dhabi			Abu Dhabi	https://tajmeel.ae/al-karamah	https://www.google.com/maps/place/Tajmeel+Clinic+-+Al+Karamah+Abu+Dhabi/data=!4m7!3m6!1s0x3e5e661f4b89feef:0x2854c12de489112c!8m2!3d24.4622886!4d54.3681057!16s%2Fg%2F11bw4s93q6!19sChIJ7_6JSx9mXj4RLBGJ5C3BVCg?authuser=0&hl=en&rclk=1				+971 800 825	+971 800 825				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0030	03-Jul-2026	UAE	Dental clinic	Al Dhafra Dental Specialized Clinic عيادة الظفرة لطب الاسنان			Abu Dhabi	https://www.aldhafradental.ae	https://www.google.com/maps/place/Al+Dhafra+Dental+Specialized+Clinic+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%B8%D9%81%D8%B1%D8%A9+%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D8%A7%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3e5e666578cce8bb:0xb2879b45d676b74f!8m2!3d24.4866131!4d54.3608133!16s%2Fg%2F11bbwx0q9d!19sChIJu-jMeGVmXj4RT7d21kWbh7I?authuser=0&hl=en&rclk=1				971509812969	+971 2 632 2800				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0031	03-Jul-2026	UAE	Dentist	Zenith Dental Clinic			Abu Dhabi	http://zenithclinic123.com	https://www.google.com/maps/place/Zenith+Dental+Clinic/data=!4m7!3m6!1s0x3e5e6643c0bcdf21:0x7f9bf92da5c8d1ee!8m2!3d24.4863374!4d54.3728243!16s%2Fg%2F11clyzcj53!19sChIJId-8wENmXj4R7tHIpS35m38?authuser=0&hl=en&rclk=1				971 54 411 3904	+971 2 621 6016				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0032	03-Jul-2026	UAE	Dental clinic	Tabrizi Dentistry - Abu Dhabi			Abu Dhabi	http://www.tabrizidentistry.com	https://www.google.com/maps/place/Tabrizi+Dentistry+-+Abu+Dhabi/data=!4m7!3m6!1s0x3e5e43ac9d15eb25:0x450dc336b80ffc15!8m2!3d24.4310245!4d54.4665925!16s%2Fg%2F11t05xlrmt!19sChIJJesVnaxDXj4RFfwPuDbDDUU?authuser=0&hl=en&rclk=1				+971 2 583 3328	+971 2 583 3328				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0033	03-Jul-2026	UAE	Dental clinic	Gentle Dental & Invisalign Clinic Abu Dhabi			Abu Dhabi	http://www.gdcabudhabi.ae	https://www.google.com/maps/place/Gentle+Dental+%26+Invisalign+Clinic+Abu+Dhabi/data=!4m7!3m6!1s0x3e5e68a59388b32d:0x9432e800f8d94466!8m2!3d24.4486982!4d54.358277!16s%2Fg%2F11bbwn31s6!19sChIJLbOIk6VoXj4RZkTZ-ADoMpQ?authuser=0&hl=en&rclk=1				971 55 905 4147	+971 2 676 4642				Website Design		Google Maps	New	Warm				Not Sent		-	-			
LD-0034	03-Jul-2026	UAE	Dentist	Harmony Medical Center Al Khaleej Al Arabi Str. مركز هارموني بلس الطبي			Abu Dhabi	https://harmonymc.ae	https://www.google.com/maps/place/Harmony+Medical+Center+Al+Khaleej+Al+Arabi+Str.+%D9%85%D8%B1%D9%83%D8%B2+%D9%87%D8%A7%D8%B1%D9%85%D9%88%D9%86%D9%8A+%D8%A8%D9%84%D8%B3+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e5e6607d54d12b3:0xafee10b4bd81f950!8m2!3d24.464311!4d54.3484299!16s%2Fg%2F1ydpvb7nn!19sChIJsxJN1QdmXj4RUPmBvbQQ7q8?authuser=0&hl=en&rclk=1				+971 800 333444	+971 800 333444				Website Design		Google Maps	New	Warm				Not Sent		-	-
